Ticker,ISIN,Name,Company Common Name,Business Description,ICB Subsector code
2618.HK,KYG5074S1012,JD LOGISTICS/d,JD Logistics Inc,"JD Logistics Inc is a China-based supply chain solutions and logistics services provider. The Company operates its businesses through five segments. Warehousing and Distribution Services segment provides corporate customers with comprehensive, integrated, customizable warehousing and distribution services. Express and Freight Delivery Services segment provides corporate customers and individual customers with express and freight delivery services. Bulky Item Logistics Services segment provides corporate and individual customers with one-stop bulky item warehousing, transportation, delivery and installation services. Cold chain Logistics Services segment provides corporate customers and individual customers with integrated cold chain warehousing, transportation and delivery services. Cross-border Logistics Services segment provides both Chinese and international corporate customers with cross-border supply chain services.",NULL
2628.HK,CNE1000002L3,CHINA LIFE/d,China Life Insurance Co Ltd,"China Life Insurance Company Limited is a life insurance company. The Company provides a range of insurance products, including individual and group life insurance, health insurance and accident insurance products. It operates through three segments: Life Insurance, Health Insurance, and Accident Insurance. Its Life Insurance segment provides participating and non-participating life insurance and annuities to individuals and groups. Its Health Insurance segment provides short-term and long-term health insurance to individuals and groups. Its Accident Insurance segment provides short-term and long-term accident insurance to individuals and groups.",30301010
2638.HK,HK0000179108,HKELECTRIC-SS/d,HK Electric Investments Ltd,"HK ELECTRIC INVESTMENTS LIMITED is a fixed single investment trust in Hong Kong with a focus on the power industry. The Company is a vertically integrated power utility and its operations comprise the generation, transmission, distribution and supply of electricity to Hong Kong Island and Lamma Island. Its principal operating subsidiary is The Hongkong Electric Company, Limited (HEC). HEC’s sole power generation facility is the Lamma Power Station which has an aggregate installed capacity of approximately 3,700 megawatt (MW). The Company provides electricity to approximately 568,000 registered customers on Hong Kong Island and Lamma Island.",65101015
2669.HK,KYG2118M1096,CHINA OVS PPT/d,China Overseas Property Holdings Ltd,"China Overseas Property Holdings Limited is an investment holding company principally engaged in the provision of property management services. The Company operates its business through two segments. The Property Management Services segment is engaged in the provision of property management services to mid- to high-end residential communities, commercial properties, government properties and construction sites, including security, repairs and maintenance, cleaning and garden landscape maintenance service. The Value-added Services segment is engaged in the provision of engineering services, community leasing, sales and other services.",35101015
267250.KS,KR7267250009,HYUNDAI HEAVY /d,Hyundai Heavy Industries Holdings Co Ltd,"Hyundai Heavy Industries Holdings Co Ltd is a Korea-based company principally engaged in the production and distribution of petroleum products. The Company operates its business through five segments. The Refining segment produces and sells gasoline, kerosene, diesel, heavy oil, and others. The Electrical and Electronic segment manufactures and sells products such as transformers, high voltage circuit breakers, rotating machines, low voltage electric motors, switchboards, power controls, and medium-low voltage circuit breakers. The Construction Machinery segment manufactures and supplies construction machineries and industrial vehicles such as excavators and forklifts. The Robot segment produces and supplies industrial robots, liquid crystal display (LCD) robots, controllers, and cooperative robots. The Other segment operates after service business for ships and engines.",50206015
2688.HK,KYG3066L1014,ENN ENERGY/d,ENN Energy Holdings Ltd,"ENN Energy Holdings Limited is an investment holding company principally engaged in gas supply business. The Company is engaged in the sale of piped gas, gas connection, the construction and operation of vehicle gas refueling stations, the wholesale of gas, the sale of other energy and the sale of gas appliances and materials. The Company operates its business in domestic and overseas markets.",65102020
2689.HK,BMG653181005,ND PAPER/d,Nine Dragons Paper (Holdings) Ltd,"Nine Dragons Paper (Holdings) Ltd is a company mainly engaged in the manufactures and sales of paper products and pulp. The Company mainly produces containerboards, high performance corrugated sheets, high performance corrugated boxes, printing and writing paper and insulating paper. The Company established production bases in China and overseas market including Vietnam, Malaysia, and the United States. The Company is equipped with energy cogeneration, warehouse and logistics systems to support its production.",55101015
271560.KS,KR7271560005,ORION/d,Orion Corp,"Orion Corp is a Korea-based company principally engaged in the manufacturing and distribution of foods. The Company produces and sells confectioneries including biscuits, pies, snacks, candies, gums, chocolates and others. The major products include choco pies, choco chip cookies, Diget, Goraebap and others. The Company distributes its products in domestic and overseas markets such as China, Russia and Vietnam.",45102020
272210.KS,KR7272210006,HANWHA SYSTEMS/d,Hanwha Systems Co Ltd,"HANWHA SYSTEMS CO., LTD. is a Korea-based company mainly engaged in the defense industry. The Company operates its business through two segments. System and Defense Business segment is engaged in the businesses of surveillance reconnaissance; command, control and communication; avionics; marine system as well as others. Information and Communication Technology (ICT) segment establishes and maintains enterprise computer systems. The Company invests and installs machines such as servers and network equipment of data center as well as provides information technology (IT) services.",50201020
2768.HK,KYG5139G1001,JIAYUAN INTL/d,Jiayuan International Group Ltd,"Jiayuan International Group Limited operates as one property developer of large-scale residential complex projects and integrated commercial complex projects in Jiangsu Province, the People's Republic of China (PRC). The Company's main business operations include the development and sale of residential and commercial properties; the provision of development services to government organizations for the development of resettlement properties and development or refurbishment of other types of properties, facilities or infrastructure, and the leasing of commercial properties owned or developed by the Company.",35101010
2772.HK,KYG9898C1024,ZHONGLIANG HLD/d,Zhongliang Holdings Group Company Ltd,"ZHONGLIANG HOLDINGS GROUP COMPANY LIMITED is a China-based investment holding company. Through its subsidiaries, the Company is primarily engaged in property development and property leasing, as well as the provision of the property management services and management consulting services. The Company offers three main standardized series of residential properties, including the Shanti, the Glory and the Royal series, and it is also engaged in commercial properties. The Company conducts its businesses in Mainland China.",35101010
2777.HK,CNE100000569,R&F PROPERTIES/d,Guangzhou R&F Properties Co Ltd,"Guangzhou R&F Properties Co., Ltd. is principally engaged in the development and sale of properties, property investment, hotel operations, as well as the provision other property development related services. The Company operates its business through four segments: Property Development, Property Investment, Hotel Operations and Others. The Company mainly focuses on mass residential property development projects on a variety of scales. The Company operates its business in domestic market and overseas markets.",35101010
2778.HK,HK2778034606,CHAMPION REIT/d,Champion Real Estate Investment Trust,"Champion Real Estate Investment Trust (REIT) is a Hong Kong-based REIT. The key objective of the REIT is to provide investors with stable and sustainable distributions and to achieve long-term capital growth. The REIT mainly invests in office buildings and retail properties which produce rental income. It focuses on Grade-A commercial properties in prime locations. It owns Citibank Plaza, Langham Place Office and Langham Place Mall on each sides of Victoria Harbor. The REIT is managed by Eagle Asset Management (CP) Limited.",35102030
2800.HK,HK2800008867,TRACKER FUND/d,Tracker Fund Of Hong Kong,NULL,NULL
2828.HK,HK2828013055,HSCEI ETF/d,Hang Seng China Enterprises Index ETF HKD,NULL,NULL
285130.KS,KR7285130001,SKCHEMICALS/d,SK Chemicals Co Ltd,"SK Chemicals Co Ltd is a Korea-based company mainly engaged in the production and sale of chemicals. The Company operates its business through two segments. The Green Chemical segment is engaged in the manufacture and sale of products such as bio copolyester resins, copolyester resins, polyethylene terephthalate (PET) resins, biodiesels, and bio heavy oil. The Life Sciences segment is engaged in the manufacture and sale of medicines, vaccines, and blood products. The Company sells products in domestic and overseas markets such as the United States, Europe, China, Japan, and Singapore.",55201010
2858.HK,KYG9T43R1023,YIXIN/d,Yixin Group Ltd,"YIXIN GROUP LIMITED is a company principally engaged in the operation of online automobile retail transaction platform. The Company operates its business in two segments: transaction platform business, where Company primarily facilitates automobile purchase transactions by consumers, facilitates auto loans to consumers offered by Company’s auto finance partners, provides value-added services such as sales of vehicle telematics systems to auto dealers, and provide advertising and subscription services for automakers, auto dealers, auto finance partners, and insurance companies; and self-operated financing business, where Company primarily provides consumers with auto finance solutions through financing leases and operating leases.",30201020
2869.HK,KYG410121084,GREENTOWN SER/d,Greentown Service Group Co Ltd,"Greentown Service Group Co Ltd is a China-based company and mainly engaged in residential property management service. The main segments of the Company include Property Management Services, Property Consulting Services and Community Value-added Services. Property Management Services include security, cleaning, gardening, and repair and maintenance services. Property Consulting Services include consulting services to real estate developers and local property management companies to address various needs that arise during each major stage throughout the course of their property development projects and capitalizing on brand equity and expertise. Community Value-added Services mean that the Company provides property owners and residents of managed communities with access to an extensive array of daily necessities complemented by a wide assortment of life-style products and services through multiple channels.",35101015
2883.HK,CNE1000002P4,CHINA OILFIELD/d,China Oilfield Services Ltd,"China Oilfield Services Limited is a comprehensive oilfield service provider. The Company mainly operates through four business segments. The Drilling Services segment is mainly engaged in the provision of oilfield drilling services. The Oil Field Technical Services segment is mainly engaged in the provision of oilfield technical services, including the logging, drilling fluids and directional drilling services. The Geophysical and Engineering Exploration Services segment is mainly engaged in the provision of seismic prospecting and engineering exploration services. The Marine Support Services segment is engaged in the transportation of supplies, including the delivery of crude oil, as well as refined oil and gas products. The Company mainly operates its businesses in domestic and overseas markets.",60101030
2899.HK,CNE100000502,ZIJIN MINING/d,Zijin Mining Group Co Ltd,"Zijin Mining Group Company Limited is a China-based company principally engaged in the exploration, mining, smelting and sales of gold and other metal minerals. The Company's main products include gold products, copper products, lead and zinc products, iron products, silver products, among others. Its gold products mainly include the mineral gold, standard gold bullions, gold ingots and gold concentrates, among others. The Company is also involved in the geographic survey businesses through its subsidiaries.",55103025
294870.KS,KR7294870001,HDC OP/d,HDC Hyundai Development Co,"HDC Hyundai Development Co, formerly Hyundai Development Co, is a Korea-based company mainly engaged in the businesses of construction and real estate development operations. The Company operates its business through two segments. The Construction segment is engaged in construction business such as housing, architecture, civil engineering, and plants, and real estate development business. The Other segment is engaged in the production of precast concrete structures and hotel services business.",50101010
300003.SZ,CNE100000H44,LEPU MED TECH/d,Lepu Medical Technology Beijing Co Ltd,"Lepu Medical Technology (Beijing) Co., Ltd. is a China-based company principally engaged in the research, development, production and sale of cardiovascular related medical equipment, medicines and health products, as well as in the provision of related medical services. The Company’s main products include stent systems, occluders, bulk drugs, clopidogrel sulfate, atorvastatin calcium tablets, pacemakers, in vitro diagnostic reagents and equipment and surgical instrument, among others. The Company distributes its products in domestic market and to overseas markets.",20102010
300014.SZ,CNE100000GS4,EVE ENERGY/d,EVE Energy Co Ltd,"EVE Energy Co., Ltd. is a China-based company principally engaged in the development, manufacture and distribution of battery products. The Company’s main products include lithium primary batteries, lithium ion batteries and electronic cigarettes, among others. The Company's products are used in smart meters, remote control data acquisition systems, intelligent security, intelligent home, intelligent transportation, data storage and transmission, medical equipment, oil drilling and military applications. The Company distributes its products in domestic market and to overseas markets.",45201030
300015.SZ,CNE100000GR6,AIEREYE HOSPIT/d,Aier Eye Hospital Group Co Ltd,"Aier Eye Hospital Group Co.,Ltd. is a China-based ophthalmic medical institution. The Company is mainly engaged in ophthalmic diseases treatment, surgical services and medical optometry. The Company mainly provides corneal refractive surgery, cataract operation, anterior segment operation, posterior segment operation and optometry services. The Company mainly operates its business in domestic market, with Central China as its main market.",20101010
300033.SZ,CNE100000JG3,HITHINK ROYALF/d,Hithink RoyalFlush Information Network Co Ltd,"Hithink RoyalFlush Information Network Co., Ltd. is a China-based company principally engaged in the provision of Internet financial information services. The Company mainly provides financial information and data services, mobile financial information services, online market trading system services, fund sales services and other services to securities companies and mobile operators. The Company operates its business mainly in domestic market.",10101020
300059.SZ,CNE100000MD4,EAST MONEY INF/d,East Money Information Co Ltd,"East Money Information Co.,Ltd. is a China-based company principally engaged in the operation of Internet financial service platforms. The Company is mainly engaged in securities business, financial e-commerce service business, financial data service business and Internet advertising service business. The Company primarily provides paid financial data services, financial e-commerce services and Internet advertisement services through its Website, eastmoney.com.",30201030
300122.SZ,CNE100000V20,ZHIFEI BIO/d,Chongqing Zhifei Biological Products Co Ltd,"Chongqing Zhifei Biological Products Co., Ltd. is a China-based company principally engaged in the research, development, production, sale and distribution of vaccine products. The Company's main products include bacterial vaccines for the prevention of meningitis and pneumonia-based bacteria, biological products for the prevision and treatment of tuberculosis, viral vaccines for the prevention of rabies virus, influenza virus and other virus, general drugs and other biological products, among others. The Company is also involved in the agency sale of vaccines. The Company distributes its products in domestic market and to overseas markets, with Central China as its main market.",20103010
300124.SZ,CNE100000V46,SZ INOVANCE TE/d,Shenzhen Inovance Technology Co Ltd,"Shenzhen Inovance Technology Co.,Ltd is a China-based company principally engaged in the research, development, manufacture and distribution of industrial automatic control products and new energy related products. The Company’s main products include inverters, servo systems, control systems, industrial visual systems, sensors, motor controllers, auxiliary power systems, traction converters, auxiliary converters, high voltage boxes, traction motors and Train Control and Management Systems (TCMSs), among others. The Company distributes its products in domestic market and to overseas markets.",50204000
300136.SZ,CNE100000W94,SHENZHEN SUNWA/d,Shenzhen Sunway Communication Co Ltd,"Shenzhen Sunway Communication Co., Ltd. is a China-based company principally engaged in the research, development, manufacture and sale of mobile terminal antenna systems. The Company’s main products include mobile terminal antennas, radio frequency (RF) isolation devices, RF connectors, audio and RF modules, precision hardware devices, magnetic materials and RF front-end devices, among others. The Company's products are mainly used in mobile phones, laptops, netbooks, wearable communication equipment and electric vehicles. The Company distributes its products in domestic market and to overseas markets.",15101010
300142.SZ,CNE100000WN2,WALVAX BIO/d,Walvax Biotechnology Co Ltd,"Walvax Biotechnology Co., Ltd. is a China-based company principally engaged in the research, development, production and distribution of vaccines, monoclonal antibodies and blood products. The Company’s main products include haemophilus influenza type b conjugate vaccines, freeze-dried group A,C meningococcal polysaccharide conjugate vaccines, group ACYW135 meningococcal polysaccharide vaccines and group A and C meningococcal polysaccharide vaccines, among others. The Company distributes its products mainly in domestic market.",20103015
300144.SZ,CNE100000XG4,SONGCHENG PERF/d,Songcheng Performance Development Co Ltd,"Songcheng Performance Development Co., Ltd is a China-based company principally engaged in the cultural entertainment and pan entertainment business. The Company’s main businesses include live entertainment, Internet entertainment and tourism. The Company is also involved in the provision of cultural shows, ancient workshop shows, folk performances, ancient recreation reactive and cultural theme activities, among others. The Company operates its business mainly in Hangzhou, Zhejiang Province, Sanya, Hainan Province, Lijiang, Yunnan Province and Beijing, China.",40501015
300347.SZ,CNE100001KV8,TIGERMED CONSU/d,Hangzhou Tigermed Consulting Co Ltd,"Hangzhou Tigermed Consulting Co Ltd is a China-based holding company engaged in providing clinical trial services for research and development of new drugs. The Company operates two segments. The Clinical Trial Solutions segment provides clinical trial operation services and medical translation services to biopharmaceutical and medical device companies and thus help them conduct clinical trials of innovative drugs, generic drugs and medical devices. The Clinical-Related and Laboratory Services segment is involved in provision of analytical services, such as data management and statistical analysis; logistics and execution support services, such as clinical trial site management; administrative assistance, such as patient recruitment; as well as consulting services. This segment also provides laboratory services for preclinical and clinical development stages through its subsidiary. The Company conducts its businesses in the domestic and overseas markets.",20101025
300408.SZ,CNE100001Y42,THR CIRCLE ORD/d,Chaozhou Three-circle Group Co Ltd,"CHAOZHOU THREE-CIRCLE (GROUP) CO., LTD is engaged in the production and sales of electronic ceramic electronic components and its basic materials. Its main products include fiber ceramic ferrules and sleeves, fuel cell separator plates, ceramic package bases, ceramic substrates, ceramic matrix, terminals, multiplayer ceramic chip capacitors (MLCC) and resistance. Its products are applied in electronics, communications, consumer electronics, industrial electronics, new energy and other fields.",10102015
300413.SZ,CNE100001Y83,MANGO/d,Mango Excellent Media Co Ltd,"Mango Excellent Media Co Ltd, formerly Happigo Home Shopping Co Ltd, is a China-based company mainly engaged in new media operations. The Company includes three business segments. Its Mango Television (TV) Internet video business segment produces content products such as variety shows, film and television dramas, movies, animations and short videos. Its New Media Interactive Entertainment Content Production Business segment is mainly engaged in the production and operation of content such as film and television dramas, variety shows and games, as well as artist management, music copyright and game development. Its Media Retail Business segment mainly includes TV shopping, media e-commerce and outbound business. The Company is also engaged in other e-commerce businesses and others.",40401010
300433.SZ,CNE100001YW7,LENS TECH/d,Lens Technology Co Ltd,"Lens Technology Co., Ltd. is a China-based company principally engaged in the research and development, production and sales of protective panels for electronic products. The products of the Company include protective panels for mobile phone displays, tablets and other products, with protective panels for mobile phone displays as its main products. The Company’s products are applied in smart phones, tablets, laptops, intelligent wearable equipment and digital cameras, among others.",50205010
300498.SZ,CNE100002508,WENS FOODSTUFF/d,Wens Foodstuff Group Co Ltd,"WENS FOODSTUFF GROUP CO., LTD., formerly GUANGDONG WENS FOODSTUFF GROUP CO., LTD., is a China-based company principally engaged in the breeding and distribution of broiler chicken and pigs. Its products include chicken, meat, dairy products, meat-type ducks and veterinary drugs. The Company is also involved in the manufacture of agriculture and animal husbandry equipment.",45102020
300529.SZ,CNE100002995,JAFRON BIO/d,Jafron Biomedical Co Ltd,"Jafron Biomedical Co.,Ltd. is a China-based company principally engaged in the research, design, manufacture and distribute of biological materials and medical equipment. The Company’s products include disposable hemoperfusion devices, hemoperfusion machine, disposable bilirubin adsorbers, DX-10 blood purification machine, suture needle, as well as resins bandage, among others. The Company’s products are applied in uremia, poisoning, severe liver diseases, autoimmune diseases, as well as multisystem organ failure, among others. The Company’s products are applied in 31 provinces, more than 3000 hospitals in China.",20102010
300601.SZ,CNE100002Q33,KANGTAI BIOLOG/d,Shenzhen Kangtai Biological Products Co Ltd,"Shenzhen Kangtai Biological Products Co.,Ltd. is a China-based company and mainly engaged in research and development, manufacture and sale of vaccine. The main products of the company are recombinant hepatitis B virus, haemophilus influenzae type b combined vaccine, measles rubella combined attenuated live vaccine, non-cell Bai Bai Po haemophilus influenzae combined vaccine and other products. The Company operates its businesses primary in domestic market.",20103010
300676.SZ,CNE100003449,BGI GENOMICS/d,BGI Genomics Co Ltd,"BGI Genomics Co., Ltd. is a China-based company principally engaged in the diagnosis and research of genomics. The Company's main products and services include reproductive health basic research and clinical application services, basic science research services (genome sequencing, bioinformatics analysis and other multithreaded solutions), complex disease basic research and clinical application services, as well as drugs basic research and clinical application services. The Company mainly provides services for domestic and overseas academic institutions, research institutes, independent laboratories, pharmaceutical companies, hospitals and medical institutions, among others.",20103010
316140.KS,KR7316140003,WR FINANCIAL G/d,Woori Financial Group Inc,"Woori Financial Group Inc. is a financial holding company. The Company’s main subsidiary companies include Woori Bank, WOORI FIS Co., Ltd., Woori Finance Research Institute, woori credit Information co., Ltd., Woori Private Equity Asset Management Company, Ltd and WOORI FUND SERVICE LIMITED., among others. Woori Bank provides deposits, loans, funds, foreign exchange transactions, payment guarantees, securities investment, trust investment, and credit card services. WOORI FIS Co., Ltd. provides computer system installation and development, software development, telecommunication equipment supply and maintenance services. Woori Finance Research Institute conducts research activities on management strategies and the financial industry. woori credit Information co., Ltd. is engaged in credit investigation and collection of bonds. WOORI FUND SERVICE LIMITED. is engaged in private equity investment.",30101010
3188.HK,HK0000123577,CAM CSI300/d,ChinaAMC CSI 300 Index ETF RMB,NULL,NULL
326030.KS,KR7326030004,SKBP/d,SK Biopharmaceuticals Co Ltd,"SK Biopharmaceuticals Co Ltd is a Korea-based company mainly engages in the development and manufacture of pharmaceuticals. The Company mainly develops and produces pharmaceuticals including epilepsy drugs, sleep disorder drugs, rare neurological disorder drugs, concentration disorder drugs, schizophrenia drugs, and bipolar disorder drugs, among others. The Company also engages in the new drug development business.",20103010
3301.HK,KYG763681023,RONSHINECHINA/d,Ronshine China Holdings Ltd,"Ronshine China Holdings Limited is an investment holding company principally engaged in the development of properties. The Company is involved in the sale of properties, construction contracting businesses and rental of properties. The Company invests in basements, residential properties, commercial properties, hotels and office properties, among others. Its properties include First City Rongxin Super Star City Phase I, First City Rongxin Super Star City Phase III, Rongxin Spanish, Broad View, David City, Lan County and The White House, among others. The Company operates businesses in Chinese cities, including Shanghai, Hangzhou, Fuzhou, Xiamen and Zhangzhou, among others.",35101010
3311.HK,KYG216771363,CHINA STATE CO/d,China State Construction International Holdings Ltd,"China State Construction International Holdings Limited is an investment holding company principally engaged in construction contracts business. The Company is also engaged in infrastructure project investments, facade contracting business and infrastructure operation. The Company operates its business through four segments: Hong Kong, Mainland China, Macau and Overseas. Through its subsidiaries, the Company is also engaged in building construction, civil and foundation engineering works.",50101010
3319.HK,CNE100002RY5,A-LIVING/d,A Living Smart City Services Co Ltd,"A Living Smart City Services Co Ltd, formerly A-Living Services Co Ltd, is an investment holding company mainly engaged in the provision of property management services. The services mainly include property management services, value-added services to non-property owners, as well as value-added services to property owners. The property management services include security, cleaning, greening and gardening, repairs and maintenance services. It also provides consultancy services. The value-added services to non-property owners primarily consist of sales assistance services. It also provides advertising, property agency and home inspection services to non-property owners. The value-added services to property owners include resident services, and property value management services. The Company operates under the two brands, Agile Property Management and Greenland Property Services.",35101015
3320.HK,HK0000311099,CHINARES PHARM/d,China Resources Pharmaceutical Group Ltd,"CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED is a Hongkong-based investment holding company. The Company, along with its subsidiaries, is principally engaged in the research and development, manufacturing, distribution and retail of pharmaceutical and other healthcare products. The Company mainly operates through three segments. Pharmaceutical Manufacturing segment is engaged in the research and development, manufacturing and sale of pharmaceutical and other healthcare products. Pharmaceutical Distribution segment is engaged in the provision of distribution solutions to pharmaceutical manufacturers and dispensers, such as hospitals and other medical institutions, distributors and retail pharmacies. Pharmaceutical Retail segment is involved in the operation of retail pharmacies in China and Hongkong.",20103015
3323.HK,CNE1000002N9,CNBM/d,China National Building Material Co Ltd,"China National Building Material Company Limited is an investment holding company. The Company operates its business through four segments. The Cement segment is mainly engaged in the production and sale New Suspension Preheater (NSP) cement and commercial concrete. The Lightweight Building Materials segment is mainly engaged in the production and sale of dry wall and ceiling system. The Glass Fiber and Composite Materials segment is engaged in the production and sale of rotor blades, glass fiber and composite materials. The Engineering Services segment is engaged in the provision of engineering services to glass and cement manufacturers, as well as equipment procurement business.",50101030
3328.HK,CNE100000205,BANKCOMM/d,Bank of Communications Co Ltd,"Bank of Communications Co Ltd mainly provides banking and related financial services. The Bank's businesses are divided into four segments: Personal Finance Business segment, Corporate Finance Business segment, Capital Business segment and Other Businesses segment. Personal Finance Business segment mainly include personal loans, retail deposits, credit cards and remittances. Corporate Finance Business segment mainly include corporate loans, bills, trade financing, corporate deposits and remittances. Capital Business segment mainly include money market fund borrowing and buying, investment securities, and selling securities under sell repurchase agreements.",30101010
3331.HK,KYG9361V1086,VINDA INT'L/d,Vinda International Holdings Ltd,"Vinda International Holdings Ltd is an investment holding company principally engaged in the manufacture and sale hygiene products. The Company operates its business through two segments. The Personal Care Products segment engages in the manufactures and sales of incontinence care, feminine care and baby care products. The Household Paper Products segment engages in the manufactures and sales of household paper products. The Company’s products include tissue, napkins, toilet paper, liquid soaps, diapers, pants, pads, baby wet wipes and other related accessories.",45201020
3333.HK,KYG2119W1069,EVERGRANDE/d,China Evergrande Group,"China Evergrande Group, formerly Evergrande Real Estate Group Limited, is principally engaged in property development. The Company operates its business through four segments: Property Development, Property Investment, Property Management and Other Businesses. The Other Businesses segment is engaged in property construction, the provision of hotel and other property development related services, insurance and fast consuming products business. Through its subsidiaries, the Company is also engaged in mineral water production and food production.",35101010
3360.HK,HK0000077468,FE HORIZON/d,Far East Horizon Ltd,"Far East Horizon Limited is principally engaged in the provision of financial services. The Company operates its business through two segments. The Financial and Advisory Business segment is engaged in direct finance leasing, sale-leaseback, factoring, entrusted loans and the provision of advisory services. The Industrial Operation Business segment is engaged in the import and export trade and domestic trade of medical equipment, the provision of trade agency services and the ship brokerage services.",30201025
336260.KS,KR7336260005,DOOSAN FUEL CE/d,Doosan Fuel Cell Co Ltd,"Doosan Fuel Cell Co Ltd is a Korea-based company mainly engaged in the manufacture and sale of fuel cells for power generation. The Company produces fuel cell mains used in power generation facilities. In addition, the Company provides long-term maintenance and repair services. The Company is also engaged in the design of fuel cell systems, development of controllers, development of fuel pretreatment systems, development of stack and peripheral devices.",50101010
3377.HK,HK3377040226,SINO-OCEAN GP/d,Sino-Ocean Group Holding Ltd,"SINO-OCEAN GROUP HOLDING LIMITED, formerly Sino-Ocean Land Holdings Limited, is an investment holding company principally engaged in property development and property investment in the People’s Republic of China (the PRC). The Company is engaged in property development in Beijing-Tianjin-Hebei, Northeast, Central and Southern. The Company operates its business through three segments: Property Development, Property Investment and All Other segment.",35101010
3380.HK,KYG555551095,LOGAN GROUP/d,Logan Group Co Ltd,"Logan Group Co Ltd, formerly Logan Property Holdings Co Ltd, is an investment holding company principally engaged in property development in China. The Company operates its businesses through four segments. The Property Development segment develops and sells residential properties and retail shops. The Property Leasing segment is involved in leasing office units and retail shops. The Construction and Decoration Contracts segment provides construction of office buildings and residential buildings and decoration services for external clients and group companies. The segment also provides interior decoration services for property buyers. The Primary Land Development segment sells land held for development. The Company operates its businesses in Guangdong-Hong Kong-Macao Greater Bay Area (GBA), Yangtze River Delta region as well as city clusters in the southwestern and central parts of China.",35101010
3383.HK,KYG011981035,AGILE GROUP/d,Agile Group Holdings Ltd,"AGILE GROUP HOLDINGS LIMITED, formerly Agile Property Holdings Limited, is an investment holding company principally engaged in property development in the People’s Republic of China (the PRC). The Company operates its business through four segments: Property Development, Property Management, Hotel Operations and Property Investment. The Company’s subsidiaries include Agile Property Land Co., Ltd., Zhongshan Agile Majestic Garden Real Estate Co., Ltd. and Guangzhou Panyu Agile Realty Development Co., Ltd.. Through its subsidiaries, the Company is also engaged in management consultant.",35101010
3396.HK,CNE100001ZT0,LEGENDHOLDING/d,Legend Holdings Corp,"Legend Holdings Corporation is a China-based diversified investment holding company. The Company mainly operates through six business segments. The Information Technology (IT) segment is engaged in the development, manufacture and sale of portable electronic products and other high-end technology products. The Financial Services segment is engaged in the provision of short-term financing services and customized financial solutions. The Modern Services segment is engaged in the provision of dental care and Internet healthcare services. The Agriculture and Food segment is engaged in the planting and sale of fruit and tea products. The New Materials segment is engaged in the provision of the fine chemical services. The Financial Investments segment is engaged in private equity investment, angel investment, venture capital investment and other investment businesses.",10102030
352820.KS,KR7352820005,HYBE/d,Hybe Co Ltd,"Hybe Co Ltd, formerly Big Hit Entertainment Co Ltd, is a Korea-based company mainly engaged in the business of fostering artists and producing music. The Company is engaged in businesses such as fostering artists, producing music, planning and acting on behalf of performances, distribution of albums and sound sources, production and distribution of video contents, and advertising agency. The Company is also engaged in the development and distribution of artist-based secondary contents such as merchandising (MD), characters, and publications. The Company sells products in domestic and overseas markets such as the United States and Japan.",40301010
3606.HK,CNE100001TR7,FUYAO GLASS/d,Fuyao Glass Industry Group Co Ltd,"FUYAO GLASS INDUSTRY GROUP CO., LTD. is a China-based company, principally engaged in the manufacture and distribution of float glasses and automobile glasses. The Company's products portfolio consist of automobile glasses, such as coating glasses and others, which are applied in passenger cars, buses, limousines and others, and float glasses. The Company distributes its products within domestic markets and to overseas markets.",50203020
3633.HK,KYG9891U1334,ZHONGYU GAS/d,Zhongyu Gas Holdings Ltd,"Zhongyu Gas Holdings Limited is an investment holding company mainly engaged in the sales of piped gas business. The Company operates its business through six business segments: Sales of Piped Gas, Connection Revenue from Gas Pipeline Construction, Operation of Compressed Natural Gas (CNG) & Liquefied Natural Gas (LNG) Vehicle Filling Stations, Sales of Liquefied Petroleum Gas, Sales of Stoves and Related Equipment and Harmony Gas and Its Subsidiaries. The Harmony Gas and Its Subsidiaries segment is engaged in the trading of natural gas and gas pipeline construction. Through its subsidiaries, the Company is also engaged in dangerous goods transportation business.",65102020
3669.HK,KYG2162W1024,YONGDA AUTO/d,China Yongda Automobiles Services Holdings Ltd,"China Yongda Automobiles Services Holdings Limited is an investment holding company principally engaged in the sale of passenger vehicle and the provision of related services. The Company operates its business through three segments: Passenger Vehicle Sales and Services segment, Automobile Rental Services segment and Finance Leasing Services segment. The Passenger Vehicle Sales and Services segment is engaged in the sale of passenger vehicles and the provision of after-sales services and other automobile-related services. The after-sales services include primarily repair and maintenance services and certain auxiliary automobile sales related services.",40401030
3690.HK,KYG596691041,MEITUAN-W/d,Meituan,"Meituan, formerly Meituan Dianping, is a China-based e-commerce platform providing life services. The Company connects consumers and businesses to provide services satisfying people's daily eating needs. The Company owns an instant food ordering and delivery brand, Meituan, as well as provides services through its mobile application, Meituan. The Company is also engaged in the operation of a bike-sharing brand, Mobike.",10101020
3692.HK,KYG549581067,HANSOH PHARMA/d,Hansoh Pharmaceutical Group Company Ltd,"HANSOH PHARMACEUTICAL GROUP COMPANY LIMITED is a China-based investment holding company principally involved in the the research and development, production and sale of pharmaceutical products. The Company’s main products include Oulanning, Ameining, Pulaile, Zefei, Xinwei, Xinmei, Zetan, Mailingda, Hengjie, Hengsen, Fulaidi and Ruibote, among others. The Company’s products are mainly used for central nervous system disease, oncology, anti-infection, diabetes, digestive tract and cardiovascular treatment. The Company distributes its products in domestic market.",20103015
